Date,family,sales,onpromotion
13/10/2016,HOME AND KITCHEN I,14,0
13/10/2016,HOME AND KITCHEN II,48,1
13/10/2016,HOME APPLIANCES,0,0
13/10/2016,HOME CARE,139,8
13/10/2016,LADIESWEAR,21,0
13/10/2016,LAWN AND GARDEN,11,0
13/10/2016,LINGERIE,6,0
13/10/2016,"LIQUOR,WINE,BEER",88,0
13/10/2016,MAGAZINES,9,0
13/10/2016,MEATS,280.991,0
13/10/2016,PERSONAL CARE,126,9
13/10/2016,PET SUPPLIES,4,0
13/10/2016,PLAYERS AND ELECTRONICS,4,0
13/10/2016,POULTRY,225.823,0
13/10/2016,PREPARED FOODS,65.16,0
13/10/2016,PRODUCE,1996.255,35
13/10/2016,SCHOOL AND OFFICE SUPPLIES,1,0
13/10/2016,SEAFOOD,21.854,2
14/10/2016,AUTOMOTIVE,8,0
14/10/2016,BABY CARE,0,0
14/10/2016,BEAUTY,5,0
14/10/2016,BEVERAGES,2647,11
14/10/2016,BOOKS,2,0
14/10/2016,BREAD/BAKERY,472.844,0
14/10/2016,CELEBRATION,18,1
14/10/2016,CLEANING,731,31
14/10/2016,DAIRY,940,11
14/10/2016,DELI,124.083,40
14/10/2016,EGGS,151,25
14/10/2016,FROZEN FOODS,91,3
14/10/2016,GROCERY I,2637,53
14/10/2016,GROCERY II,14,0
14/10/2016,HARDWARE,3,0
14/10/2016,HOME AND KITCHEN I,47,0
14/10/2016,HOME AND KITCHEN II,39,1
14/10/2016,HOME APPLIANCES,0,0
14/10/2016,HOME CARE,157,6
14/10/2016,LADIESWEAR,18,0
14/10/2016,LAWN AND GARDEN,9,0
14/10/2016,LINGERIE,12,0
14/10/2016,"LIQUOR,WINE,BEER",178,1
14/10/2016,MAGAZINES,6,0
14/10/2016,MEATS,678.452,50
14/10/2016,PERSONAL CARE,127,7
14/10/2016,PET SUPPLIES,5,0
14/10/2016,PLAYERS AND ELECTRONICS,18,0
14/10/2016,POULTRY,425.572,40
14/10/2016,PREPARED FOODS,99.756,1
14/10/2016,PRODUCE,2461.292,38
14/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
14/10/2016,SEAFOOD,54.377,5
15/10/2016,AUTOMOTIVE,1,0
15/10/2016,BABY CARE,0,0
15/10/2016,BEAUTY,1,0
15/10/2016,BEVERAGES,2212,9
15/10/2016,BOOKS,3,0
15/10/2016,BREAD/BAKERY,469.112,1
15/10/2016,CELEBRATION,24,4
15/10/2016,CLEANING,603,32
15/10/2016,DAIRY,787,12
15/10/2016,DELI,109.032,0
15/10/2016,EGGS,165,3
15/10/2016,FROZEN FOODS,121.684,3
15/10/2016,GROCERY I,2562,44
15/10/2016,GROCERY II,13,0
15/10/2016,HARDWARE,5,0
15/10/2016,HOME AND KITCHEN I,9,0
15/10/2016,HOME AND KITCHEN II,46,1
15/10/2016,HOME APPLIANCES,0,0
15/10/2016,HOME CARE,198,7
15/10/2016,LADIESWEAR,10,0
15/10/2016,LAWN AND GARDEN,1,0
15/10/2016,LINGERIE,0,0
15/10/2016,"LIQUOR,WINE,BEER",152,1
15/10/2016,MAGAZINES,14,0
15/10/2016,MEATS,238.733,0
15/10/2016,PERSONAL CARE,172,7
15/10/2016,PET SUPPLIES,10,1
15/10/2016,PLAYERS AND ELECTRONICS,16,0
15/10/2016,POULTRY,346.793,0
15/10/2016,PREPARED FOODS,82.4,0
15/10/2016,PRODUCE,2840.822,38
15/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
15/10/2016,SEAFOOD,42.744,2
16/10/2016,AUTOMOTIVE,0,0
16/10/2016,BABY CARE,0,0
16/10/2016,BEAUTY,3,0
16/10/2016,BEVERAGES,1454,5
16/10/2016,BOOKS,2,0
16/10/2016,BREAD/BAKERY,195.282,0
16/10/2016,CELEBRATION,1,0
16/10/2016,CLEANING,324,25
16/10/2016,DAIRY,430,11
16/10/2016,DELI,58.366,0
16/10/2016,EGGS,67,1
16/10/2016,FROZEN FOODS,59,2
16/10/2016,GROCERY I,1494,35
16/10/2016,GROCERY II,11,0
16/10/2016,HARDWARE,1,0
16/10/2016,HOME AND KITCHEN I,4,0
16/10/2016,HOME AND KITCHEN II,17,1
16/10/2016,HOME APPLIANCES,0,0
16/10/2016,HOME CARE,101,4
16/10/2016,LADIESWEAR,8,0
16/10/2016,LAWN AND GARDEN,8,0
16/10/2016,LINGERIE,4,0
16/10/2016,"LIQUOR,WINE,BEER",43,1
16/10/2016,MAGAZINES,4,0
16/10/2016,MEATS,127.689,0
16/10/2016,PERSONAL CARE,93,7
16/10/2016,PET SUPPLIES,5,0
16/10/2016,PLAYERS AND ELECTRONICS,2,0
16/10/2016,POULTRY,113.819,0
16/10/2016,PREPARED FOODS,54.009003,0
16/10/2016,PRODUCE,1529.256,39
16/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
16/10/2016,SEAFOOD,18.551,2
17/10/2016,AUTOMOTIVE,4,0
17/10/2016,BABY CARE,0,0
17/10/2016,BEAUTY,9,0
17/10/2016,BEVERAGES,2490,7
17/10/2016,BOOKS,2,0
17/10/2016,BREAD/BAKERY,418.163,1
17/10/2016,CELEBRATION,22,6
17/10/2016,CLEANING,813,33
17/10/2016,DAIRY,792,10
17/10/2016,DELI,173.725,0
17/10/2016,EGGS,141,2
17/10/2016,FROZEN FOODS,68,3
17/10/2016,GROCERY I,2605,47
17/10/2016,GROCERY II,20,0
17/10/2016,HARDWARE,2,0
17/10/2016,HOME AND KITCHEN I,11,0
17/10/2016,HOME AND KITCHEN II,18,1
17/10/2016,HOME APPLIANCES,0,0
17/10/2016,HOME CARE,218,3
17/10/2016,LADIESWEAR,19,0
17/10/2016,LAWN AND GARDEN,10,0
17/10/2016,LINGERIE,6,0
17/10/2016,"LIQUOR,WINE,BEER",84,0
17/10/2016,MAGAZINES,3,0
17/10/2016,MEATS,254.086,0
17/10/2016,PERSONAL CARE,171,9
17/10/2016,PET SUPPLIES,2,1
17/10/2016,PLAYERS AND ELECTRONICS,16,0
17/10/2016,POULTRY,302.715,0
17/10/2016,PREPARED FOODS,74.904,0
17/10/2016,PRODUCE,2745.119,39
17/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
17/10/2016,SEAFOOD,28.974,1
18/10/2016,AUTOMOTIVE,3,0
18/10/2016,BABY CARE,0,0
18/10/2016,BEAUTY,2,0
18/10/2016,BEVERAGES,1895,9
18/10/2016,BOOKS,0,0
18/10/2016,BREAD/BAKERY,407.295,1
18/10/2016,CELEBRATION,8,2
18/10/2016,CLEANING,827,30
18/10/2016,DAIRY,706,9
18/10/2016,DELI,102.248,0
18/10/2016,EGGS,130,2
18/10/2016,FROZEN FOODS,93,3
18/10/2016,GROCERY I,2443,46
18/10/2016,GROCERY II,16,0
18/10/2016,HARDWARE,4,0
18/10/2016,HOME AND KITCHEN I,14,0
18/10/2016,HOME AND KITCHEN II,18,1
18/10/2016,HOME APPLIANCES,0,0
18/10/2016,HOME CARE,176,3
18/10/2016,LADIESWEAR,22,0
18/10/2016,LAWN AND GARDEN,4,0
18/10/2016,LINGERIE,14,0
18/10/2016,"LIQUOR,WINE,BEER",123,0
18/10/2016,MAGAZINES,6,0
18/10/2016,MEATS,237.098,0
18/10/2016,PERSONAL CARE,136,6
18/10/2016,PET SUPPLIES,3,1
18/10/2016,PLAYERS AND ELECTRONICS,14,0
18/10/2016,POULTRY,249.37,0
18/10/2016,PREPARED FOODS,97.022,0
18/10/2016,PRODUCE,2262.983,36
18/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
18/10/2016,SEAFOOD,17.214,2
19/10/2016,AUTOMOTIVE,2,0
19/10/2016,BABY CARE,0,0
19/10/2016,BEAUTY,2,0
19/10/2016,BEVERAGES,2563,8
19/10/2016,BOOKS,2,0
19/10/2016,BREAD/BAKERY,745.513,1
19/10/2016,CELEBRATION,15,4
19/10/2016,CLEANING,787,36
19/10/2016,DAIRY,958,10
19/10/2016,DELI,133.636,0
19/10/2016,EGGS,153,1
19/10/2016,FROZEN FOODS,115,2
19/10/2016,GROCERY I,2788,51
19/10/2016,GROCERY II,22,0
19/10/2016,HARDWARE,0,0
19/10/2016,HOME AND KITCHEN I,11,0
19/10/2016,HOME AND KITCHEN II,39,1
19/10/2016,HOME APPLIANCES,0,0
19/10/2016,HOME CARE,182,2
19/10/2016,LADIESWEAR,10,0
19/10/2016,LAWN AND GARDEN,9,2
19/10/2016,LINGERIE,0,0
19/10/2016,"LIQUOR,WINE,BEER",139,0
19/10/2016,MAGAZINES,5,0
19/10/2016,MEATS,219.287,1
19/10/2016,PERSONAL CARE,191,10
19/10/2016,PET SUPPLIES,6,0
19/10/2016,PLAYERS AND ELECTRONICS,13,0
19/10/2016,POULTRY,362.719,0
19/10/2016,PREPARED FOODS,107.738,0
19/10/2016,PRODUCE,4293.365,219
19/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
19/10/2016,SEAFOOD,35.974,2
20/10/2016,AUTOMOTIVE,5,0
20/10/2016,BABY CARE,0,0
20/10/2016,BEAUTY,4,0
20/10/2016,BEVERAGES,2176,8
20/10/2016,BOOKS,1,0
20/10/2016,BREAD/BAKERY,359.934,1
20/10/2016,CELEBRATION,25,4
20/10/2016,CLEANING,639,33
20/10/2016,DAIRY,683,9
20/10/2016,DELI,129.355,0
20/10/2016,EGGS,94,2
20/10/2016,FROZEN FOODS,109.326004,2
20/10/2016,GROCERY I,2445,41
20/10/2016,GROCERY II,10,0
20/10/2016,HARDWARE,3,0
20/10/2016,HOME AND KITCHEN I,13,0
20/10/2016,HOME AND KITCHEN II,30,1
20/10/2016,HOME APPLIANCES,0,0
20/10/2016,HOME CARE,182,3
20/10/2016,LADIESWEAR,8,0
20/10/2016,LAWN AND GARDEN,2,0
20/10/2016,LINGERIE,2,0
20/10/2016,"LIQUOR,WINE,BEER",122,0
20/10/2016,MAGAZINES,1,0
20/10/2016,MEATS,279.41602,1
20/10/2016,PERSONAL CARE,130,8
20/10/2016,PET SUPPLIES,6,0
20/10/2016,PLAYERS AND ELECTRONICS,21,0
20/10/2016,POULTRY,281.744,0
20/10/2016,PREPARED FOODS,108.495,0
20/10/2016,PRODUCE,2087.617,34
20/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
20/10/2016,SEAFOOD,38.17,2
21/10/2016,AUTOMOTIVE,6,0
21/10/2016,BABY CARE,0,0
21/10/2016,BEAUTY,5,0
21/10/2016,BEVERAGES,2469,14
21/10/2016,BOOKS,3,0
21/10/2016,BREAD/BAKERY,431.165,2
21/10/2016,CELEBRATION,18,2
21/10/2016,CLEANING,747,37
21/10/2016,DAIRY,771,8
21/10/2016,DELI,168.52,52
21/10/2016,EGGS,161,26
21/10/2016,FROZEN FOODS,134,3
21/10/2016,GROCERY I,2438,47
21/10/2016,GROCERY II,11,0
21/10/2016,HARDWARE,6,0
21/10/2016,HOME AND KITCHEN I,33,0
21/10/2016,HOME AND KITCHEN II,27,1
21/10/2016,HOME APPLIANCES,0,0
21/10/2016,HOME CARE,153,2
21/10/2016,LADIESWEAR,7,0
21/10/2016,LAWN AND GARDEN,7,0
21/10/2016,LINGERIE,1,0
21/10/2016,"LIQUOR,WINE,BEER",222,1
21/10/2016,MAGAZINES,5,0
21/10/2016,MEATS,772.986,47
21/10/2016,PERSONAL CARE,118,5
21/10/2016,PET SUPPLIES,9,0
21/10/2016,PLAYERS AND ELECTRONICS,11,0
21/10/2016,POULTRY,449.517,38
21/10/2016,PREPARED FOODS,141.877,1
21/10/2016,PRODUCE,2494.127,39
21/10/2016,SCHOOL AND OFFICE SUPPLIES,1,0
21/10/2016,SEAFOOD,42.157,6
22/10/2016,AUTOMOTIVE,6,0
22/10/2016,BABY CARE,0,0
22/10/2016,BEAUTY,4,0
22/10/2016,BEVERAGES,2570,17
22/10/2016,BOOKS,2,0
22/10/2016,BREAD/BAKERY,416.231,1
22/10/2016,CELEBRATION,20,5
22/10/2016,CLEANING,714,36
22/10/2016,DAIRY,853,7
22/10/2016,DELI,135.464,0
22/10/2016,EGGS,146,2
22/10/2016,FROZEN FOODS,124,2
22/10/2016,GROCERY I,2755,43
22/10/2016,GROCERY II,28,0
22/10/2016,HARDWARE,2,0
22/10/2016,HOME AND KITCHEN I,31,0
22/10/2016,HOME AND KITCHEN II,24,1
22/10/2016,HOME APPLIANCES,0,0
22/10/2016,HOME CARE,166,2
22/10/2016,LADIESWEAR,18,0
22/10/2016,LAWN AND GARDEN,11,0
22/10/2016,LINGERIE,8,0
22/10/2016,"LIQUOR,WINE,BEER",132,2
22/10/2016,MAGAZINES,5,0
22/10/2016,MEATS,206.355,0
22/10/2016,PERSONAL CARE,142,8
22/10/2016,PET SUPPLIES,1,0
22/10/2016,PLAYERS AND ELECTRONICS,11,0
22/10/2016,POULTRY,314.977,0
22/10/2016,PREPARED FOODS,99.578995,0
22/10/2016,PRODUCE,2609.862,35
22/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
22/10/2016,SEAFOOD,32.864998,2
23/10/2016,AUTOMOTIVE,0,0
23/10/2016,BABY CARE,0,0
23/10/2016,BEAUTY,3,0
23/10/2016,BEVERAGES,1106,10
23/10/2016,BOOKS,0,0
23/10/2016,BREAD/BAKERY,201.45801,2
23/10/2016,CELEBRATION,9,4
23/10/2016,CLEANING,301,31
23/10/2016,DAIRY,401,6
23/10/2016,DELI,68.53,0
23/10/2016,EGGS,96,2
23/10/2016,FROZEN FOODS,65.486,2
23/10/2016,GROCERY I,1360,29
23/10/2016,GROCERY II,13,0
23/10/2016,HARDWARE,0,0
23/10/2016,HOME AND KITCHEN I,6,0
23/10/2016,HOME AND KITCHEN II,11,1
23/10/2016,HOME APPLIANCES,0,0
23/10/2016,HOME CARE,91,1
23/10/2016,LADIESWEAR,2,0
23/10/2016,LAWN AND GARDEN,5,0
23/10/2016,LINGERIE,2,0
23/10/2016,"LIQUOR,WINE,BEER",35,0
23/10/2016,MAGAZINES,4,0
23/10/2016,MEATS,98.442,0
23/10/2016,PERSONAL CARE,86,7
23/10/2016,PET SUPPLIES,4,0
23/10/2016,PLAYERS AND ELECTRONICS,5,0
23/10/2016,POULTRY,118.732,0
23/10/2016,PREPARED FOODS,39.327,0
23/10/2016,PRODUCE,1323.927,30
23/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
23/10/2016,SEAFOOD,18.496,2
24/10/2016,AUTOMOTIVE,3,0
24/10/2016,BABY CARE,0,0
24/10/2016,BEAUTY,4,0
24/10/2016,BEVERAGES,1783,15
24/10/2016,BOOKS,1,0
24/10/2016,BREAD/BAKERY,371.973,2
24/10/2016,CELEBRATION,16,1
24/10/2016,CLEANING,604,32
24/10/2016,DAIRY,755,9
24/10/2016,DELI,144.284,0
24/10/2016,EGGS,129,2
24/10/2016,FROZEN FOODS,92.393,3
24/10/2016,GROCERY I,2455,41
24/10/2016,GROCERY II,19,0
24/10/2016,HARDWARE,2,0
24/10/2016,HOME AND KITCHEN I,24,0
24/10/2016,HOME AND KITCHEN II,21,1
24/10/2016,HOME APPLIANCES,0,0
24/10/2016,HOME CARE,151,1
24/10/2016,LADIESWEAR,10,0
24/10/2016,LAWN AND GARDEN,9,0
24/10/2016,LINGERIE,3,0
24/10/2016,"LIQUOR,WINE,BEER",56,0
24/10/2016,MAGAZINES,6,0
24/10/2016,MEATS,263.624,0
24/10/2016,PERSONAL CARE,142,6
24/10/2016,PET SUPPLIES,4,0
24/10/2016,PLAYERS AND ELECTRONICS,12,0
24/10/2016,POULTRY,307.42,0
24/10/2016,PREPARED FOODS,57.927002,0
24/10/2016,PRODUCE,2227.497,37
24/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
24/10/2016,SEAFOOD,26.431,2
25/10/2016,AUTOMOTIVE,8,0
25/10/2016,BABY CARE,0,0
25/10/2016,BEAUTY,8,0
25/10/2016,BEVERAGES,2090,15
25/10/2016,BOOKS,2,0
25/10/2016,BREAD/BAKERY,405.661,2
25/10/2016,CELEBRATION,26,4
25/10/2016,CLEANING,712,35
25/10/2016,DAIRY,803,9
25/10/2016,DELI,129.934,0
25/10/2016,EGGS,165,2
25/10/2016,FROZEN FOODS,119.854996,3
25/10/2016,GROCERY I,2783,37
25/10/2016,GROCERY II,20,0
25/10/2016,HARDWARE,1,0
25/10/2016,HOME AND KITCHEN I,18,0
25/10/2016,HOME AND KITCHEN II,41,1
25/10/2016,HOME APPLIANCES,0,0
25/10/2016,HOME CARE,172,0
25/10/2016,LADIESWEAR,27,0
25/10/2016,LAWN AND GARDEN,6,0
25/10/2016,LINGERIE,2,0
25/10/2016,"LIQUOR,WINE,BEER",60,0
25/10/2016,MAGAZINES,11,0
25/10/2016,MEATS,252.009,0
25/10/2016,PERSONAL CARE,118,4
25/10/2016,PET SUPPLIES,11,0
25/10/2016,PLAYERS AND ELECTRONICS,7,0
25/10/2016,POULTRY,339.189,0
25/10/2016,PREPARED FOODS,135.321,0
25/10/2016,PRODUCE,2336.619,36
25/10/2016,SCHOOL AND OFFICE SUPPLIES,1,0
25/10/2016,SEAFOOD,32.143,2
26/10/2016,AUTOMOTIVE,7,0
26/10/2016,BABY CARE,0,0
26/10/2016,BEAUTY,6,1
26/10/2016,BEVERAGES,2032,47
26/10/2016,BOOKS,0,0
26/10/2016,BREAD/BAKERY,446.588,7
26/10/2016,CELEBRATION,27,4
26/10/2016,CLEANING,732,56
26/10/2016,DAIRY,884,21
26/10/2016,DELI,116.895004,4
26/10/2016,EGGS,134,2
26/10/2016,FROZEN FOODS,103,6
26/10/2016,GROCERY I,2785,97
26/10/2016,GROCERY II,22,0
26/10/2016,HARDWARE,8,0
26/10/2016,HOME AND KITCHEN I,46,0
26/10/2016,HOME AND KITCHEN II,19,1
26/10/2016,HOME APPLIANCES,0,0
26/10/2016,HOME CARE,164,6
26/10/2016,LADIESWEAR,20,0
26/10/2016,LAWN AND GARDEN,10,2
26/10/2016,LINGERIE,20,0
26/10/2016,"LIQUOR,WINE,BEER",90,2
26/10/2016,MAGAZINES,8,0
26/10/2016,MEATS,257.208,1
26/10/2016,PERSONAL CARE,142,8
26/10/2016,PET SUPPLIES,13,1
26/10/2016,PLAYERS AND ELECTRONICS,15,0
26/10/2016,POULTRY,294.76,0
26/10/2016,PREPARED FOODS,108.391,1
26/10/2016,PRODUCE,3709.456,208
26/10/2016,SCHOOL AND OFFICE SUPPLIES,1,0
26/10/2016,SEAFOOD,43.989,2
27/10/2016,AUTOMOTIVE,0,0
27/10/2016,BABY CARE,0,0
27/10/2016,BEAUTY,5,1
27/10/2016,BEVERAGES,2143,42
27/10/2016,BOOKS,0,0
27/10/2016,BREAD/BAKERY,441.987,6
27/10/2016,CELEBRATION,11,0
27/10/2016,CLEANING,716,47
27/10/2016,DAIRY,756,19
27/10/2016,DELI,125.842,6
27/10/2016,EGGS,117,1
27/10/2016,FROZEN FOODS,100,7
27/10/2016,GROCERY I,2633,69
27/10/2016,GROCERY II,24,0
27/10/2016,HARDWARE,0,0
27/10/2016,HOME AND KITCHEN I,43,0
27/10/2016,HOME AND KITCHEN II,19,1
27/10/2016,HOME APPLIANCES,0,0
27/10/2016,HOME CARE,155,4
27/10/2016,LADIESWEAR,20,0
27/10/2016,LAWN AND GARDEN,13,0
27/10/2016,LINGERIE,5,0
27/10/2016,"LIQUOR,WINE,BEER",90,2
27/10/2016,MAGAZINES,5,0
27/10/2016,MEATS,311.217,1
27/10/2016,PERSONAL CARE,127,6
27/10/2016,PET SUPPLIES,10,0
27/10/2016,PLAYERS AND ELECTRONICS,7,0
27/10/2016,POULTRY,332.852,0
27/10/2016,PREPARED FOODS,62.169,0
27/10/2016,PRODUCE,2122.138,0
27/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
27/10/2016,SEAFOOD,24.692,2
28/10/2016,AUTOMOTIVE,8,0
28/10/2016,BABY CARE,0,0
28/10/2016,BEAUTY,9,1
28/10/2016,BEVERAGES,2576,38
28/10/2016,BOOKS,0,0
28/10/2016,BREAD/BAKERY,404.513,7
28/10/2016,CELEBRATION,17,0
28/10/2016,CLEANING,766,48
28/10/2016,DAIRY,863,20
28/10/2016,DELI,158.29,51
28/10/2016,EGGS,160,24
28/10/2016,FROZEN FOODS,138,6
28/10/2016,GROCERY I,2854,73
28/10/2016,GROCERY II,12,0
28/10/2016,HARDWARE,5,0
28/10/2016,HOME AND KITCHEN I,24,0
28/10/2016,HOME AND KITCHEN II,45,1
28/10/2016,HOME APPLIANCES,0,0
28/10/2016,HOME CARE,194,6
28/10/2016,LADIESWEAR,10,0
28/10/2016,LAWN AND GARDEN,11,0
28/10/2016,LINGERIE,1,0
28/10/2016,"LIQUOR,WINE,BEER",129,6
28/10/2016,MAGAZINES,8,0
28/10/2016,MEATS,710.237,49
28/10/2016,PERSONAL CARE,121,6
28/10/2016,PET SUPPLIES,6,0
28/10/2016,PLAYERS AND ELECTRONICS,9,0
28/10/2016,POULTRY,444.997,37
28/10/2016,PREPARED FOODS,113.865,1
28/10/2016,PRODUCE,2369.483,0
28/10/2016,SCHOOL AND OFFICE SUPPLIES,1,0
28/10/2016,SEAFOOD,34.267,7
29/10/2016,AUTOMOTIVE,2,0
29/10/2016,BABY CARE,0,0
29/10/2016,BEAUTY,5,1
29/10/2016,BEVERAGES,2574,45
29/10/2016,BOOKS,1,0
29/10/2016,BREAD/BAKERY,411.945,5
29/10/2016,CELEBRATION,13,0
29/10/2016,CLEANING,630,43
29/10/2016,DAIRY,770,23
29/10/2016,DELI,143.372,7
29/10/2016,EGGS,171,1
29/10/2016,FROZEN FOODS,105,6
29/10/2016,GROCERY I,2652,75
29/10/2016,GROCERY II,19,0
29/10/2016,HARDWARE,5,0
29/10/2016,HOME AND KITCHEN I,22,0
29/10/2016,HOME AND KITCHEN II,45,1
29/10/2016,HOME APPLIANCES,0,0
29/10/2016,HOME CARE,184,6
29/10/2016,LADIESWEAR,15,0
29/10/2016,LAWN AND GARDEN,4,0
29/10/2016,LINGERIE,3,0
29/10/2016,"LIQUOR,WINE,BEER",167,5
29/10/2016,MAGAZINES,4,0
29/10/2016,MEATS,237.058,0
29/10/2016,PERSONAL CARE,174,10
29/10/2016,PET SUPPLIES,6,0
29/10/2016,PLAYERS AND ELECTRONICS,10,0
29/10/2016,POULTRY,249.374,0
29/10/2016,PREPARED FOODS,138.537,0
29/10/2016,PRODUCE,2032.158,0
29/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
29/10/2016,SEAFOOD,26.977001,2
30/10/2016,AUTOMOTIVE,2,0
30/10/2016,BABY CARE,0,0
30/10/2016,BEAUTY,7,1
30/10/2016,BEVERAGES,1059,36
30/10/2016,BOOKS,0,0
30/10/2016,BREAD/BAKERY,140.099,5
30/10/2016,CELEBRATION,2,0
30/10/2016,CLEANING,325,33
30/10/2016,DAIRY,388,17
30/10/2016,DELI,61.19,8
30/10/2016,EGGS,85,1
30/10/2016,FROZEN FOODS,51,7
30/10/2016,GROCERY I,1364,57
30/10/2016,GROCERY II,11,0
30/10/2016,HARDWARE,0,0
30/10/2016,HOME AND KITCHEN I,5,0
30/10/2016,HOME AND KITCHEN II,10,1
30/10/2016,HOME APPLIANCES,0,0
30/10/2016,HOME CARE,64,4
30/10/2016,LADIESWEAR,2,0
30/10/2016,LAWN AND GARDEN,2,0
30/10/2016,LINGERIE,0,0
30/10/2016,"LIQUOR,WINE,BEER",69,5
30/10/2016,MAGAZINES,4,0
30/10/2016,MEATS,118.64,0
30/10/2016,PERSONAL CARE,72,8
30/10/2016,PET SUPPLIES,2,0
30/10/2016,PLAYERS AND ELECTRONICS,5,0
30/10/2016,POULTRY,131.799,0
30/10/2016,PREPARED FOODS,57.714,0
30/10/2016,PRODUCE,1271.107,0
30/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
30/10/2016,SEAFOOD,17.571001,2
31/10/2016,AUTOMOTIVE,1,0
31/10/2016,BABY CARE,0,0
31/10/2016,BEAUTY,8,1
31/10/2016,BEVERAGES,1777,45
31/10/2016,BOOKS,3,0
31/10/2016,BREAD/BAKERY,261.152,5
31/10/2016,CELEBRATION,13,0
31/10/2016,CLEANING,625,43
31/10/2016,DAIRY,539,21
31/10/2016,DELI,127.43,9
31/10/2016,EGGS,114,1
31/10/2016,FROZEN FOODS,73,5
31/10/2016,GROCERY I,2332,72
31/10/2016,GROCERY II,9,0
31/10/2016,HARDWARE,0,0
31/10/2016,HOME AND KITCHEN I,8,0
31/10/2016,HOME AND KITCHEN II,22,1
31/10/2016,HOME APPLIANCES,0,0
31/10/2016,HOME CARE,151,7
31/10/2016,LADIESWEAR,10,0
31/10/2016,LAWN AND GARDEN,11,0
31/10/2016,LINGERIE,0,0
31/10/2016,"LIQUOR,WINE,BEER",57,4
31/10/2016,MAGAZINES,8,0
31/10/2016,MEATS,236.467,0
31/10/2016,PERSONAL CARE,114,10
31/10/2016,PET SUPPLIES,3,1
31/10/2016,PLAYERS AND ELECTRONICS,9,0
31/10/2016,POULTRY,326.922,0
31/10/2016,PREPARED FOODS,78.099,0
31/10/2016,PRODUCE,1738.943,1
31/10/2016,SCHOOL AND OFFICE SUPPLIES,0,0
31/10/2016,SEAFOOD,14.575,1
01/11/2016,AUTOMOTIVE,2,0
01/11/2016,BABY CARE,0,0
01/11/2016,BEAUTY,3,0
01/11/2016,BEVERAGES,3009,45
01/11/2016,BOOKS,1,0
01/11/2016,BREAD/BAKERY,439.152,6
01/11/2016,CELEBRATION,9,0
01/11/2016,CLEANING,889,39
01/11/2016,DAIRY,799,25
01/11/2016,DELI,152.928,7
01/11/2016,EGGS,144,1
01/11/2016,FROZEN FOODS,97,5
01/11/2016,GROCERY I,4118,63
01/11/2016,GROCERY II,14,0
01/11/2016,HARDWARE,0,0
01/11/2016,HOME AND KITCHEN I,36,0
01/11/2016,HOME AND KITCHEN II,35,1
01/11/2016,HOME APPLIANCES,0,0
01/11/2016,HOME CARE,233,7
01/11/2016,LADIESWEAR,24,0
01/11/2016,LAWN AND GARDEN,1,0
01/11/2016,LINGERIE,2,0
01/11/2016,"LIQUOR,WINE,BEER",169,5
01/11/2016,MAGAZINES,7,0
01/11/2016,MEATS,386.482,0
01/11/2016,PERSONAL CARE,207,7
01/11/2016,PET SUPPLIES,6,1
01/11/2016,PLAYERS AND ELECTRONICS,12,0
01/11/2016,POULTRY,314.268,0
01/11/2016,PREPARED FOODS,95.109,0
01/11/2016,PRODUCE,2310.205,1
01/11/2016,SCHOOL AND OFFICE SUPPLIES,0,0
01/11/2016,SEAFOOD,29.672,2
02/11/2016,AUTOMOTIVE,5,0
02/11/2016,BABY CARE,0,0
02/11/2016,BEAUTY,1,1
02/11/2016,BEVERAGES,873,43
02/11/2016,BOOKS,0,0
02/11/2016,BREAD/BAKERY,144.189,5
02/11/2016,CELEBRATION,2,0
02/11/2016,CLEANING,282,32
02/11/2016,DAIRY,307,17
02/11/2016,DELI,61.432,6
02/11/2016,EGGS,62,1
02/11/2016,FROZEN FOODS,49,5
02/11/2016,GROCERY I,1074,59
02/11/2016,GROCERY II,8,0
02/11/2016,HARDWARE,1,0
02/11/2016,HOME AND KITCHEN I,8,0
02/11/2016,HOME AND KITCHEN II,3,0
02/11/2016,HOME APPLIANCES,0,0
02/11/2016,HOME CARE,68,10
02/11/2016,LADIESWEAR,6,0
02/11/2016,LAWN AND GARDEN,10,2
02/11/2016,LINGERIE,5,0
02/11/2016,"LIQUOR,WINE,BEER",48,4
02/11/2016,MAGAZINES,4,0
02/11/2016,MEATS,91.954,0
02/11/2016,PERSONAL CARE,51,8
02/11/2016,PET SUPPLIES,3,1
02/11/2016,PLAYERS AND ELECTRONICS,1,0
02/11/2016,POULTRY,159.443,1
02/11/2016,PREPARED FOODS,41.442,0
02/11/2016,PRODUCE,1411.177,190
